doc_id,age_months,age_group,task,subject_id,n_early,n_late,early_mean,late_mean,drift
ECSC_1020_3_65M_1020_YR3,65,4-6yr,frog_on_his_own,1020,3,3,2.131691294800396,2.976572478719895,0.8448811839194987
ECSC_1021_1_94F_1021_YR1,94,6-8yr,frog_on_his_own,1021,3,3,5.91415230673632,5.773835181468189,-0.14031712526813145
ECSC_1021_2_94F_1021_YR2,94,6-8yr,frog_on_his_own,1021,3,3,4.818107195691246,9.614921113818573,4.796813918127327
ECSC_1021_3_94F_1021_YR3,94,6-8yr,one_frog_too_many,1021,3,3,12.186076124173914,17.145430839040724,4.9593547148668105
ECSC_1022_1_106M_1022_YR1,106,8-10yr,one_frog_too_many,1022,3,3,5.829315451183791,6.515625007616787,0.6863095564329962
ECSC_1022_2_106M_1022_YR2,106,8-10yr,boy_dog_frog,1022,3,3,2.6331498337933277,3.0441985985307833,0.41104876473745566
ECSC_1022_3_106M_1022_YR3,106,8-10yr,one_frog_too_many,1022,3,3,28.138012511669853,4.980399637006929,-23.157612874662924
ECSC_1023_2_76F_1023_YR2,76,6-8yr,frog_on_his_own,1023,3,3,34.1756513528702,3.541830066748283,-30.633821286121915
ECSC_1023_3_76F_1023_YR3,76,6-8yr,one_frog_too_many,1023,3,3,5.344511143624921,7.625033973032291,2.2805228294073707
ECSC_1024_1_82F_1024_YR1,82,6-8yr,boy_dog_frog,1024,3,3,14.202339220597613,10.459736441093481,-3.742602779504132
ECSC_1024_2_82F_1024_YR2,82,6-8yr,frog_on_his_own,1024,3,3,7.146217667987625,3.79960500242573,-3.3466126655618953
ECSC_1024_3_82F_1024_YR3,82,6-8yr,frog_where_are_you,1024,3,3,5.430700132304544,12.696339300990608,7.265639168686064
ECSC_1025_2_75F_1025_YR2,75,6-8yr,frog_where_are_you,1025,3,3,17.697577570680384,3.7042757415698007,-13.993301829110584
ECSC_1026_1_89M_1026_YR1,89,6-8yr,boy_dog_frog,1026,3,3,3.598433777452211,2.2958878868361654,-1.3025458906160456
ECSC_1026_2_89M_1026_YR2,89,6-8yr,frog_where_are_you,1026,3,3,9.80285367407768,11.324369459943975,1.5215157858662955
ECSC_1026_3_89M_1026_YR3,89,6-8yr,frog_on_his_own,1026,3,3,3.7145347909751814,5.175467828621422,1.460933037646241
ECSC_1027_1_91M_1027_YR1,91,6-8yr,frog_where_are_you,1027,3,3,6.427821125242551,1.8812338295360853,-4.546587295706466
ECSC_1027_2_91M_1027_YR2,91,6-8yr,one_frog_too_many,1027,3,3,13.710750089647311,10.309261808072971,-3.4014882815743395
ECSC_1027_3_91M_1027_YR3,91,6-8yr,boy_dog_frog,1027,3,3,7.975007233852412,8.4784960600252,0.5034888261727888
ECSC_1028_1_67M_1028_YR1,67,4-6yr,one_frog_too_many,1028,3,3,29.53717970591009,43.431894944525574,13.894715238615483
ECSC_1030_1_89F_1030_YR1,89,6-8yr,boy_dog_frog,1030,3,3,1.8447626730013555,1.4000872056367777,-0.44467546736457786
ECSC_1030_2_89F_1030_YR2,89,6-8yr,one_frog_too_many,1030,3,3,2.3776320298166174,8.620929346753961,6.243297316937344
ECSC_1030_3_89F_1030_YR3,89,6-8yr,frog_where_are_you,1030,3,3,3.980872287837663,0.9415089818226564,-3.0393633060150065
ECSC_1031_1_90F_1031_YR1,90,6-8yr,one_frog_too_many,1031,3,3,2.3233107656172547,0.6564986791867407,-1.666812086430514
ECSC_1031_2_90F_1031_YR2,90,6-8yr,frog_where_are_you,1031,3,3,9.883267862511088,2.5370261483260403,-7.346241714185048
ECSC_1031_3_90F_1031_YR3,90,6-8yr,frog_where_are_you,1031,3,3,11.994195666549137,1.6553338807681275,-10.33886178578101
ECSC_1032_3_64M_1032_YR3,64,4-6yr,one_frog_too_many,1032,3,3,10.294968072908432,7.095421574703804,-3.1995464982046284
ECSC_1034_1_93F_1034_YR1,93,6-8yr,one_frog_too_many,1034,3,3,2.1114562392575027,3.2084430377146163,1.0969867984571136
ECSC_1034_2_93F_1034_YR2,93,6-8yr,frog_where_are_you,1034,3,3,20.522128926873034,11.988839753088747,-8.533289173784286
ECSC_1034_3_93F_1034_YR3,93,6-8yr,one_frog_too_many,1034,3,3,24.16034179868852,1.5082766944781583,-22.65206510421036
ECSC_1035_1_79M_1035_YR1,79,6-8yr,frog_where_are_you,1035,3,3,2.1317874420421763,8.49235214678889,6.360564704746714
ECSC_1035_2_79M_1035_YR2,79,6-8yr,one_frog_too_many,1035,3,3,6.928487809988476,9.287992287833797,2.359504477845321
ECSC_1035_3_79M_1035_YR3,79,6-8yr,frog_on_his_own,1035,3,3,6.075354995946051,6.644990444896369,0.5696354489503177
ECSC_1036_1_66M_1036_YR1,66,4-6yr,one_frog_too_many,1036,3,3,4.769716324511486,6.107010289576189,1.3372939650647027
ECSC_1036_2_66M_1036_YR2,66,4-6yr,one_frog_too_many,1036,3,3,6.698513036857381,5.009452045708625,-1.6890609911487564
ECSC_1036_3_66M_1036_YR3,66,4-6yr,boy_dog_frog,1036,3,3,13.380851172679451,6.40102158364557,-6.979829589033881
ECSC_1037_2_63M_1037_YR2,63,4-6yr,frog_where_are_you,1037,3,3,4.226005150972746,4.951263584075135,0.7252584331023888
ECSC_1037_3_63M_1037_YR3,63,4-6yr,frog_where_are_you,1037,3,3,2.819847294202653,3.3662063992746916,0.5463591050720384
ECSC_1038_1_85F_1038_YR1,85,6-8yr,frog_where_are_you,1038,3,3,8.158716034571652,12.23708398788579,4.078367953314137
ECSC_1038_2_85F_1038_YR2,85,6-8yr,boy_dog_frog,1038,3,3,4.860346743658021,7.207894956004527,2.3475482123465055
ECSC_1038_3_85F_1038_YR3,85,6-8yr,frog_where_are_you,1038,3,3,10.649303586716453,5.366591050170887,-5.282712536545566
ECSC_1039_1_82F_1039_YR1,82,6-8yr,one_frog_too_many,1039,3,3,13.852928333777783,5.41765324648528,-8.435275087292503
ECSC_1039_2_82F_1039_YR2,82,6-8yr,frog_on_his_own,1039,3,3,4.058390860722242,10.010076965472242,5.95168610475
ECSC_1039_3_82F_1039_YR3,82,6-8yr,one_frog_too_many,1039,3,3,3.189041402508643,1.6220696901740768,-1.5669717123345661
ECSC_1040_1_91F_1040_YR1,91,6-8yr,frog_where_are_you,1040,3,3,18.272852608450258,3.2335275821211873,-15.03932502632907
ECSC_1040_2_91F_1040_YR2,91,6-8yr,frog_where_are_you,1040,3,3,6.387184209160281,12.391784065219818,6.004599856059538
ECSC_1040_3_91F_1040_YR3,91,6-8yr,one_frog_too_many,1040,3,3,12.291296521580847,4.957559804687394,-7.333736716893453
ECSC_1041_1_80M_1041_YR1,80,6-8yr,frog_on_his_own,1041,3,3,2.3099935985777145,2.6223221268079784,0.3123285282302639
ECSC_1041_2_80M_1041_YR2,80,6-8yr,frog_on_his_own,1041,3,3,1.132937327904117,2.8501818989578993,1.7172445710537823
ECSC_1041_3_80M_1041_YR3,80,6-8yr,one_frog_too_many,1041,3,3,9.141108581254585,-0.009177258012426156,-9.150285839267012
ECSC_1042_1_75F_1042_YR1,75,6-8yr,boy_dog_frog,1042,3,3,5.434143176921512,3.1191200465065165,-2.3150231304149953
ECSC_1042_2_75F_1042_YR2,75,6-8yr,frog_on_his_own,1042,3,3,4.5205583005689585,5.842834195451107,1.3222758948821483
ECSC_1042_3_75F_1042_YR3,75,6-8yr,boy_dog_frog,1042,3,3,4.727309953474312,2.729721538802311,-1.997588414672001
ECSC_1044_1_90F_1044_YR1,90,6-8yr,frog_where_are_you,1044,3,3,6.386851458347722,18.471761658951095,12.084910200603375
ECSC_1044_2_90F_1044_YR2,90,6-8yr,frog_where_are_you,1044,3,3,4.383387092435851,6.178864711017174,1.795477618581323
ECSC_1045_1_72F_1045_YR1,72,6-8yr,boy_dog_frog,1045,3,3,2.29712528003817,1.122918297036126,-1.1742069830020438
ECSC_1045_2_72F_1045_YR2,72,6-8yr,one_frog_too_many,1045,3,3,4.512659927143635,4.807283433394663,0.2946235062510283
ECSC_1045_3_72F_1045_YR3,72,6-8yr,frog_on_his_own,1045,3,3,6.532514116648836,2.586916022205567,-3.945598094443269
ECSC_1047_2_71F_1047_YR2,71,4-6yr,frog_where_are_you,1047,3,3,4.198926606273815,10.300737660925634,6.101811054651819
ECSC_1047_3_71F_1047_YR3,71,4-6yr,one_frog_too_many,1047,3,3,4.539348067965027,3.6026731746306706,-0.9366748933343563
ECSC_1048_2_85M_1048_YR2,85,6-8yr,one_frog_too_many,1048,3,3,3.7122205275688898,5.335813081113424,1.6235925535445346
ECSC_1048_3_85M_1048_YR3,85,6-8yr,one_frog_too_many,1048,3,3,4.334590691792688,9.181987150861222,4.847396459068533
ECSC_1053_1_65M_1053_YR1,65,4-6yr,frog_where_are_you,1053,3,3,11.76415140750367,14.527720340253582,2.763568932749912
ECSC_1053_2_65M_1053_YR2,65,4-6yr,boy_dog_frog,1053,3,3,9.574635525919946,1.9083262359264805,-7.666309289993466
ECSC_1053_3_65M_1053_YR3,65,4-6yr,frog_where_are_you,1053,3,3,11.332800343223292,11.860811453373989,0.5280111101506968
ECSC_1054_1_89F_1054_YR1,89,6-8yr,one_frog_too_many,1054,3,3,14.299958976969373,1.368150696327648,-12.931808280641725
ECSC_1054_2_89F_1054_YR2,89,6-8yr,frog_on_his_own,1054,3,3,8.594875381188515,2.255844399294713,-6.339030981893803
ECSC_1054_3_89F_1054_YR3,89,6-8yr,one_frog_too_many,1054,3,3,4.364338753600418,2.10585607325794,-2.258482680342478
ECSC_1055_1_64M_1055_YR1,64,4-6yr,one_frog_too_many,1055,3,3,3.7493396981373075,3.373784820154763,-0.3755548779825446
ECSC_1055_3_64M_1055_YR3,64,4-6yr,one_frog_too_many,1055,3,3,6.626464817223208,7.208870701454527,0.5824058842313189
ECSC_1056_1_97M_1056_YR1,97,8-10yr,one_frog_too_many,1056,3,3,8.81741672156067,5.709571202080032,-3.1078455194806383
ECSC_1056_2_97M_1056_YR2,97,8-10yr,one_frog_too_many,1056,3,3,6.854705203072825,3.8068398908889294,-3.047865312183896
ECSC_1056_3_97M_1056_YR3,97,8-10yr,unknown,1056,3,3,14.373527036061367,5.034619606640364,-9.338907429421003
ECSC_1057_1_67F_1057_YR1,67,4-6yr,frog_on_his_own,1057,3,3,3.3382538277342673,2.918930676986425,-0.4193231507478421
ECSC_1057_2_67F_1057_YR2,67,4-6yr,boy_dog_frog,1057,3,3,8.027582968777125,5.9568736391843915,-2.0707093295927335
ECSC_1057_3_67F_1057_YR3,67,4-6yr,one_frog_too_many,1057,3,3,1.5015339163312629,5.327718615147871,3.8261846988166086
ECSC_1058_1_86F_1058_YR1,86,6-8yr,frog_where_are_you,1058,3,3,4.064906268896486,4.409049642918076,0.34414337402158957
ECSC_1058_2_86F_1058_YR2,86,6-8yr,one_frog_too_many,1058,3,3,6.798700420466166,6.901620048049996,0.10291962758383022
ECSC_1058_3_86F_1058_YR3,86,6-8yr,frog_where_are_you,1058,3,3,17.22773207126123,10.037136219634512,-7.190595851626718
ECSC_1059_1_104F_1059_YR1,104,8-10yr,one_frog_too_many,1059,3,3,3.135717162838265,4.411782015551252,1.2760648527129872
ECSC_1059_2_104F_1059_YR2,104,8-10yr,one_frog_too_many,1059,3,3,1.1066788629480866,2.307684150008337,1.2010052870602503
ECSC_1059_3_104F_1059_YR3,104,8-10yr,one_frog_too_many,1059,3,3,29.391188642636706,7.092560324858447,-22.29862831777826
ECSC_1060_2_90M_1060_YR2,90,6-8yr,frog_on_his_own,1060,3,3,6.790310533988904,10.008437234771872,3.2181267007829684
ECSC_1060_3_90M_1060_YR3,90,6-8yr,frog_where_are_you,1060,3,3,5.217422645829352,7.872755424073579,2.655332778244227
ECSC_1061_2_68M_1061_YR2,68,4-6yr,frog_where_are_you,1061,3,3,1.666691154609573,1.5598265877508986,-0.10686456685867451
ECSC_1064_1_80F_1064_YR1,80,6-8yr,boy_dog_frog,1064,3,3,6.605667403347535,2.806756794674382,-3.7989106086731534
ECSC_1064_2_80F_1064_YR2,80,6-8yr,frog_on_his_own,1064,3,3,12.465828292445769,1.1737870693459482,-11.29204122309982
ECSC_1064_3_80F_1064_YR3,80,6-8yr,boy_dog_frog,1064,3,3,18.57512699120257,7.354518140015443,-11.220608851187126
ECSC_1065_1_76F_1065_YR1,76,6-8yr,boy_dog_frog,1065,3,3,4.0481268913577635,9.307520296322712,5.259393404964949
ECSC_1065_2_76F_1065_YR2,76,6-8yr,boy_dog_frog,1065,3,3,5.885813077697365,10.101478147494342,4.2156650697969775
ECSC_1065_3_76F_1065_YR3,76,6-8yr,one_frog_too_many,1065,3,3,3.980745600575188,2.4355459757753124,-1.5451996247998756
ECSC_1067_1_98M_1067_YR1,98,8-10yr,frog_on_his_own,1067,3,3,11.125815609799487,7.307396984558743,-3.818418625240744
ECSC_1067_2_98M_1067_YR2,98,8-10yr,boy_dog_frog,1067,3,3,5.76608673534452,2.6374928545487775,-3.1285938807957425
ECSC_1067_3_98M_1067_YR3,98,8-10yr,unknown,1067,3,3,3.752323136807741,2.3008118076349713,-1.45151132917277
ECSC_1068_1_78M_1068_YR1,78,6-8yr,one_frog_too_many,1068,3,3,5.585714961060485,23.542918763186957,17.95720380212647
ECSC_1068_2_78M_1068_YR2,78,6-8yr,boy_dog_frog,1068,3,3,30.276368742143863,2.383174233778524,-27.89319450836534
ECSC_1068_3_78M_1068_YR3,78,6-8yr,frog_where_are_you,1068,3,3,14.30267683986596,3.5818046730312734,-10.720872166834686
ECSC_1072_1_74M_1072_YR1,74,6-8yr,frog_where_are_you,1072,3,3,-0.21744880320764123,5.333380904930219,5.55082970813786
ECSC_1072_2_74M_1072_YR2,74,6-8yr,one_frog_too_many,1072,3,3,2.9399040520394686,2.4712865536235396,-0.46861749841592903
ECSC_1073_1_70M_1073_YR1,70,4-6yr,one_frog_too_many,1073,3,3,1.8885631887917855,3.7708765105249564,1.882313321733171
ECSC_1073_2_70M_1073_YR2,70,4-6yr,frog_on_his_own,1073,3,3,16.92748911710642,7.981353912861439,-8.946135204244978
ECSC_1073_3_70M_1073_YR3,70,4-6yr,one_frog_too_many,1073,3,3,16.98605094511512,4.41119556790505,-12.57485537721007
ECSC_1075_2_88F_1075_YR2,88,6-8yr,boy_dog_frog,1075,3,3,6.60072810641729,10.899661732178423,4.298933625761133
ECSC_1075_3_88F_1075_YR3,88,6-8yr,one_frog_too_many,1075,3,3,2.372815160174395,5.466954153409767,3.094138993235372
ECSC_1076_2_87M_1076_YR2,87,6-8yr,boy_dog_frog,1076,3,3,4.712984709335818,5.436426172180869,0.7234414628450505
ECSC_1076_3_87M_1076_YR3,87,6-8yr,frog_on_his_own,1076,3,3,6.623774249221807,4.967364432759631,-1.656409816462176
ECSC_1078_1_88M_1078_YR1,88,6-8yr,frog_on_his_own,1078,3,3,9.014802581638385,0.7507003985205735,-8.264102183117812
ECSC_1078_2_88M_1078_YR2,88,6-8yr,frog_on_his_own,1078,3,3,5.269262336603819,2.038387726060933,-3.230874610542886
ECSC_1078_3_88M_1078_YR3,88,6-8yr,one_frog_too_many,1078,3,3,4.327201600801572,7.762891922405067,3.435690321603495
ECSC_1080_1_81M_1080_YR1,81,6-8yr,one_frog_too_many,1080,3,3,9.19371211202675,11.017179880021965,1.823467767995215
ECSC_1080_2_81M_1080_YR2,81,6-8yr,frog_where_are_you,1080,3,3,5.13808675551574,5.547354768055599,0.4092680125398589
ECSC_1080_3_81M_1080_YR3,81,6-8yr,frog_where_are_you,1080,3,3,5.575928751059538,12.624363003023936,7.048434251964397
ECSC_1083_1_71M_1083_YR1,71,4-6yr,frog_where_are_you,1083,3,3,9.545621467121132,20.16717233986952,10.621550872748388
ECSC_1083_3_71M_1083_YR3,71,4-6yr,frog_where_are_you,1083,3,3,9.830951047586483,6.3694734580163965,-3.4614775895700864
ECSC_1084_1_81M_1084_YR1,81,6-8yr,boy_dog_frog,1084,3,3,1.4775056743986301,1.3307565859024468,-0.1467490884961833
ECSC_1084_2_81M_1084_YR2,81,6-8yr,one_frog_too_many,1084,3,3,9.820685301545192,2.9962292659026626,-6.824456035642529
ECSC_1084_3_81M_1084_YR3,81,6-8yr,frog_where_are_you,1084,3,3,13.756204414823022,17.120084975718232,3.3638805608952094
ECSC_1086_2_87M_1086_YR2,87,6-8yr,frog_on_his_own,1086,3,3,3.1555736239847643,4.289542155725436,1.1339685317406718
ECSC_1086_3_87M_1086_YR3,87,6-8yr,boy_dog_frog,1086,3,3,3.2131950018901496,0.3992959157782699,-2.8138990861118796
ECSC_1091_1_98M_1091_YR1,98,8-10yr,one_frog_too_many,1091,3,3,18.212735038104018,11.9474959573229,-6.265239080781118
ECSC_1091_2_98M_1091_YR2,98,8-10yr,one_frog_too_many,1091,3,3,16.368667555447146,18.65734901554141,2.2886814600942635
ECSC_1091_3_98M_1091_YR3,98,8-10yr,unknown,1091,3,3,3.9626815174321366,14.113132641936103,10.150451124503967
ECSC_1092_1_74F_1092_YR1,74,6-8yr,boy_dog_frog,1092,3,3,9.562157593812698,6.693473500182409,-2.8686840936302884
ECSC_1092_2_74F_1092_YR2,74,6-8yr,frog_where_are_you,1092,3,3,6.776984591184141,3.875830736370815,-2.901153854813326
ECSC_1092_3_74F_1092_YR3,74,6-8yr,one_frog_too_many,1092,3,3,10.370930582027116,9.421626882804604,-0.9493036992225115
ECSC_1094_2_84M_1094_YR2,84,6-8yr,frog_on_his_own,1094,3,3,2.3935877976123474,2.221623038645333,-0.17196475896701457
ECSC_1094_3_84M_1094_YR3,84,6-8yr,one_frog_too_many,1094,3,3,12.36788262571593,5.864757061468591,-6.503125564247339
ECSC_1097_3_65M_1097_YR3,65,4-6yr,frog_on_his_own,1097,3,3,4.01994339394074,2.9895932809396144,-1.0303501130011257
ECSC_1098_3_92M_1098_YR3,92,6-8yr,boy_dog_frog,1098,3,3,1.0507954786624147,1.4217812991010437,0.37098582043862893
ECSC_1099_1_97F_1099_YR1,97,8-10yr,one_frog_too_many,1099,3,3,15.432898897123081,12.210646392290784,-3.222252504832298
ECSC_1099_2_97F_1099_YR2,97,8-10yr,frog_on_his_own,1099,3,3,4.69988288273463,8.709120574785677,4.009237692051047
ECSC_1099_3_97F_1099_YR3,97,8-10yr,frog_on_his_own,1099,3,3,3.6833348062150097,8.48220378029575,4.79886897408074
ECSC_2001_1_66M_2001_YR1,66,4-6yr,unknown,2001,3,3,16.126729811533334,2.5425684077804576,-13.584161403752876
ECSC_2001_2_66M_2001_YR2,66,4-6yr,unknown,2001,3,3,6.921778532296166,6.641113185644915,-0.28066534665125076
ECSC_2002_1_87M_2002_YR1,87,6-8yr,unknown,2002,3,3,4.851297898660621,6.315044857240505,1.4637469585798835
ECSC_2003_2_65M_2003_YR2,65,4-6yr,unknown,2003,3,3,7.272931451139265,35.766071084555584,28.49313963341632
ECSC_2004_1_73M_2004_YR1,73,6-8yr,unknown,2004,3,3,9.063767410490989,8.645083706324064,-0.41868370416692535
ECSC_2007_1_72M_2007_YR1,72,6-8yr,unknown,2007,3,3,7.175279648164087,1.9397584366330325,-5.235521211531054
ECSC_2007_2_72M_2007_YR2,72,6-8yr,unknown,2007,3,3,10.206459929601593,0.8979796163443835,-9.30848031325721
ECSC_2008_1_66F_2008_YR1,66,4-6yr,unknown,2008,3,3,2.781450677702331,3.5324973218043425,0.7510466441020114
ECSC_2008_2_66F_2008_YR2,66,4-6yr,unknown,2008,3,3,12.892879475735468,3.3306538461025776,-9.56222562963289
ECSC_2009_1_68M_2009_YR1,68,4-6yr,unknown,2009,3,3,14.385090597429274,5.001417037624081,-9.383673559805192
ECSC_2009_2_68M_2009_YR2,68,4-6yr,unknown,2009,3,3,6.305287399434998,3.075054090105239,-3.230233309329759
ECSC_2010_2_70F_2010_YR2,70,4-6yr,unknown,2010,3,3,-3.56454946669087,0.9273961223752489,4.491945589066119
ECSC_2011_1_66M_2011_YR1,66,4-6yr,unknown,2011,3,3,5.807466261045856,12.346193994672197,6.538727733626341
ECSC_2013_1_67F_2013_YR1,67,4-6yr,unknown,2013,3,3,16.073804556772714,6.249331148374542,-9.824473408398173
ECSC_2014_1_68F_2014_YR1,68,4-6yr,unknown,2014,3,3,3.3112425985191796,3.2209552527354646,-0.090287345783715
ECSC_2014_2_68F_2014_YR2,68,4-6yr,unknown,2014,3,3,5.237903072595066,2.5426014561403734,-2.695301616454693
ECSC_2015_1_69F_2015_YR1,69,4-6yr,unknown,2015,3,3,6.175167355245293,11.709086267453408,5.533918912208115
ECSC_2019_1_68F_2019_YR1,68,4-6yr,unknown,2019,3,3,3.8681646835650993,7.210748837934774,3.3425841543696744
ECSC_2020_1_75F_2020_YR1,75,6-8yr,unknown,2020,3,3,8.617249511680424,11.975060934580034,3.3578114228996103
ECSC_2020_2_75F_2020_YR2,75,6-8yr,unknown,2020,3,3,8.41005443804988,2.149332076284013,-6.2607223617658665
ECSC_2022_1_66M_2022_YR1,66,4-6yr,unknown,2022,3,3,30.760312015270696,29.180978880093665,-1.5793331351770306
ECSC_2023_1_111M_2023_YR1,111,8-10yr,unknown,2023,3,3,5.329132483451266,22.889217445690605,17.560084962239337
ECSC_2025_1_135M_2025_YR1,135,10+yr,unknown,2025,3,3,33.146126811880116,10.951384183741274,-22.19474262813884
ECSC_2027_1_100M_2027_YR1,100,8-10yr,unknown,2027,3,3,8.113022364593677,9.48733202688078,1.3743096622871036
ECSC_2028_1_72F_2028_YR1,72,6-8yr,unknown,2028,3,3,4.548518801129682,6.314335787212973,1.7658169860832906
ECSC_2029_1_74F_2029_YR1,74,6-8yr,unknown,2029,3,3,18.090161309187007,10.377284588248651,-7.712876720938356
ECSC_2029_2_74F_2029_YR2,74,6-8yr,unknown,2029,3,3,6.695568304706858,14.338862177902023,7.643293873195165
ECSC_3001_1_69M_3001_YR1,69,4-6yr,unknown,3001,3,3,3.3903613587349035,1.2854160322893986,-2.104945326445505
ECSC_3003_1_108F_3003_YR1,108,8-10yr,unknown,3003,3,3,10.847580704938201,7.913604628197771,-2.9339760767404295
