k,context,entropy,class_mass,condition
8,life he’s given himself and his friendship to,9.226472854614258,0.0987202539545251,anne_frank
1,to,11.301959037780762,0.04688399058068171,anne_frank
2,nothing to,5.548675537109375,0.6524689146244782,anne_frank
3,has nothing to,2.5181021690368652,0.7657780927911517,anne_frank
4,who has nothing to,3.055898427963257,0.681214672572878,anne_frank
6,"superficial girl, who has nothing to",2.2524514198303223,0.8185426399631979,anne_frank
8,"amusing, but superficial girl, who has nothing to",3.4150948524475098,0.6797664223331594,anne_frank
1,to,11.301959037780762,0.04688399058068171,anne_frank
2,which to,8.966447830200195,0.26350320758501766,anne_frank
3,"juice, which to",6.637848377227783,0.09382648070459254,anne_frank
4,"grape juice, which to",6.096767902374268,0.1088194691001263,anne_frank
6,"bottle of grape juice, which to",6.8431572914123535,0.08742918926873244,anne_frank
8,"game, a bottle of grape juice, which to",7.199779033660889,0.10034281891421415,anne_frank
1,to,11.301959037780762,0.04688399058068171,anne_frank
2,right to,10.561253547668457,0.19204748774063773,anne_frank
3,no right to,9.6398286819458,0.2431303299672436,anne_frank
4,had no right to,8.916367530822754,0.2814947871811455,anne_frank
1,to,11.301959037780762,0.04688399058068171,anne_frank
2,how to,9.038185119628906,0.3491102361076628,anne_frank
3,know how to,8.534133911132812,0.4046421805105638,anne_frank
4,really know how to,8.062538146972656,0.43073760719562415,anne_frank
6,We don’t really know how to,7.918396472930908,0.3277720907353796,anne_frank
8,"Dearest Kitty, We don’t really know how to",7.737093448638916,0.29052547022365616,anne_frank
1,to,11.301959037780762,0.04688399058068171,anne_frank
2,best to,8.552901268005371,0.4517399009127985,anne_frank
3,my best to,8.843088150024414,0.3750390431887354,anne_frank
4,do my best to,8.12735652923584,0.4556700162793277,anne_frank
1,to,11.301959037780762,0.04688399058068171,anne_frank
2,bathroom to,9.415082931518555,0.20882358080416452,anne_frank
3,office bathroom to,9.305093765258789,0.2693975891743321,anne_frank
4,the office bathroom to,8.865513801574707,0.2736706611831323,anne_frank
6,drains from the office bathroom to,8.284513473510742,0.17357457911566598,anne_frank
8,pipes and drains from the office bathroom to,6.681468963623047,0.12128473410848528,anne_frank
1,to,11.301959037780762,0.04688399058068171,anne_frank
2,coming to,10.378174781799316,0.11142528653726913,anne_frank
3,Mother coming to,8.13439655303955,0.10912131299846806,anne_frank
4,be Mother coming to,8.256088256835938,0.08502976653107908,anne_frank
6,it would be Mother coming to,7.869283199310303,0.1351224404934328,anne_frank
8,I hoped it would be Mother coming to,7.349381923675537,0.17899198013765272,anne_frank
1,to,11.301959037780762,0.04688399058068171,anne_frank
2,goes to,9.984999656677246,0.16774321290722582,anne_frank
3,she goes to,7.746618270874023,0.10929132048477186,anne_frank
4,vacation she goes to,8.269851684570312,0.12991576268541394,anne_frank
6,her first vacation she goes to,9.063735008239746,0.08142643584869802,anne_frank
1,to,11.301959037780762,0.04688399058068171,anne_frank
2,up to,10.544133186340332,0.17302356475556735,anne_frank
3,come up to,9.128948211669922,0.054461256513604894,anne_frank
4,that come up to,8.423129081726074,0.0370536257250933,anne_frank
1,to,11.301959037780762,0.04688399058068171,anne_frank
2,time to,10.19554615020752,0.23096383784286445,anne_frank
3,"here, time to",8.688115119934082,0.3642554231482791,anne_frank
4,"Hello’s here, time to",8.149542808532715,0.4133699129379238,anne_frank
6,"doorbell’s ringing, Hello’s here, time to",7.339540004730225,0.4879558548927889,anne_frank
1,to,11.301959037780762,0.04688399058068171,anne_frank
2,want to,8.155804634094238,0.5162967173164361,anne_frank
3,I’d want to,7.8021039962768555,0.47334779446100583,anne_frank
1,to,11.301959037780762,0.04688399058068171,anne_frank
2,wanted to,8.028780937194824,0.5145796222495846,anne_frank
3,Daan wanted to,8.652992248535156,0.39577218385238666,anne_frank
4,van Daan wanted to,8.360069274902344,0.4521418683943921,anne_frank
1,to,11.301959037780762,0.04688399058068171,anne_frank
2,beginning to,10.271039962768555,0.2157920650788583,anne_frank
3,is beginning to,9.020684242248535,0.29538248614699114,anne_frank
4,Dussel is beginning to,8.609253883361816,0.32161257829284295,anne_frank
1,to,11.301959037780762,0.04688399058068171,anne_frank
2,used to,10.338134765625,0.2319347711309092,anne_frank
3,that used to,2.9487338066101074,0.8239482409371703,anne_frank
4,slippers that used to,6.667287349700928,0.53566235506878,anne_frank
6,pipe and slippers that used to,5.3947906494140625,0.6172589524940122,anne_frank
8,the proverbial pipe and slippers that used to,6.1564483642578125,0.50627570659708,anne_frank
1,to,11.301959037780762,0.04688399058068171,anne_frank
2,Margot to,11.52071475982666,0.10447703250974882,anne_frank
3,exclaimed Margot to,10.360368728637695,0.2027305457741022,anne_frank
4,door!” exclaimed Margot to,4.02468204498291,0.01757876076226239,anne_frank
6,open the door!” exclaimed Margot to,4.195156097412109,0.01739786341568106,anne_frank
1,to,11.301959037780762,0.04688399058068171,anne_frank
2,had to,8.512750625610352,0.43977180296496954,anne_frank
3,first had to,8.298151016235352,0.40792747389059514,anne_frank
4,They first had to,8.443737030029297,0.3563661796360975,anne_frank
1,to,11.301959037780762,0.04688399058068171,anne_frank
2,Daan to,11.062164306640625,0.09768218714452814,anne_frank
3,van Daan to,10.519024848937988,0.1869040671881521,anne_frank
4,Mr. van Daan to,9.701130867004395,0.1874432180338772,anne_frank
6,should ask Mr. van Daan to,8.397859573364258,0.34252002256107517,anne_frank
8,Maybe I should ask Mr. van Daan to,8.045276641845703,0.44201525551761733,anne_frank
1,to,11.301959037780762,0.04688399058068171,anne_frank
2,around to,10.29824447631836,0.19688889420649502,anne_frank
3,goes around to,8.783614158630371,0.23321506778302137,anne_frank
4,he goes around to,8.755830764770508,0.12752778050344205,anne_frank
6,"his bath, he goes around to",6.359114170074463,0.07481648973407573,anne_frank
8,"time for his bath, he goes around to",6.170342922210693,0.07144485628668917,anne_frank
1,to,11.301959037780762,0.04688399058068171,anne_frank
2,ready to,9.277817726135254,0.3579114387393929,anne_frank
3,you’re ready to,7.941987037658691,0.4485922340682009,anne_frank
4,When you’re ready to,8.475382804870605,0.38443560850282665,anne_frank
1,to,11.301959037780762,0.04688399058068171,anne_frank
2,impossible to,8.96065902709961,0.3138283916778164,anne_frank
3,be impossible to,9.056198120117188,0.27490129484795034,anne_frank
4,“It’ll be impossible to,8.802300453186035,0.3285257406096207,anne_frank
6,of responses: “It’ll be impossible to,8.741923332214355,0.29590586687845644,anne_frank
8,a variety of responses: “It’ll be impossible to,8.864110946655273,0.26908627689408604,anne_frank
1,to,11.301959037780762,0.04688399058068171,anne_frank
2,upon to,10.026498794555664,0.2450432100740727,anne_frank
3,called upon to,9.452802658081055,0.2334113326505758,anne_frank
4,felt called upon to,8.759041786193848,0.28137038880959153,anne_frank
1,to,11.301959037780762,0.04688399058068171,anne_frank
2,seem to,10.580755233764648,0.1929991133220028,anne_frank
3,I seem to,4.960592746734619,0.5069086890252947,anne_frank
1,to,11.301959037780762,0.04688399058068171,anne_frank
2,"realizes, to",8.236659049987793,0.1835517892977805,anne_frank
3,"he realizes, to",6.536766529083252,0.16837224051414523,anne_frank
4,"than he realizes, to",8.03884220123291,0.3293271874281345,anne_frank
6,"Peter, more than he realizes, to",9.246590614318848,0.2922642780758906,anne_frank
8,"I forced Peter, more than he realizes, to",8.531842231750488,0.38483446488680784,anne_frank
1,to,11.301959037780762,0.04688399058068171,anne_frank
2,"thing, to",9.385229110717773,0.2990928190993145,anne_frank
3,"such thing, to",8.55096435546875,0.3811262389353942,anne_frank
4,"some such thing, to",8.373411178588867,0.32047629430599045,anne_frank
6,"copper or some such thing, to",9.121891975402832,0.3296821720578009,anne_frank
8,"tin or copper or some such thing, to",8.44651985168457,0.3439904196857242,anne_frank
1,to,11.301959037780762,0.04688399058068171,anne_frank
2,himself to,9.225866317749023,0.30580201365228277,anne_frank
3,rousing himself to,9.345147132873535,0.16557784545148024,anne_frank
4,only rousing himself to,9.227326393127441,0.16884351246699225,anne_frank
6,"all day, only rousing himself to",9.568120002746582,0.20361809863243252,anne_frank
8,"his bed all day, only rousing himself to",9.107365608215332,0.2597002034453908,anne_frank
1,to,11.301959037780762,0.04688399058068171,anne_frank
2,intending to,10.000856399536133,0.2250940710946452,anne_frank
3,clearly intending to,9.381062507629395,0.2462329635891365,anne_frank
4,They’re clearly intending to,8.977302551269531,0.3106153173139319,anne_frank
1,to,11.301959037780762,0.04688399058068171,anne_frank
2,down to,10.555130004882812,0.12175257984927157,anne_frank
3,boiled down to,8.749861717224121,0.06565857493842486,anne_frank
4,all boiled down to,8.886896133422852,0.01369172479462577,anne_frank
1,to,11.301959037780762,0.04688399058068171,anne_frank
2,came to,9.452531814575195,0.08254929742543027,anne_frank
3,he came to,8.602665901184082,0.17307045941561228,anne_frank
4,twelve-thirty he came to,7.564724922180176,0.15551204571238486,anne_frank
1,to,11.301959037780762,0.04688399058068171,anne_frank
2,known to,9.603123664855957,0.2621870874427259,anne_frank
3,are known to,8.007770538330078,0.43061533935542684,anne_frank
4,"accusers, are known to",8.025714874267578,0.41944360652996693,anne_frank
6,"two chief accusers, are known to",6.192142486572266,0.5737465739293839,anne_frank
8,"Dussel, my two chief accusers, are known to",5.152979850769043,0.590645218060672,anne_frank
1,to,11.301959037780762,0.04688399058068171,anne_frank
2,days to,9.973812103271484,0.216104198640096,anne_frank
3,five days to,9.253582954406738,0.25979816445033066,anne_frank
4,me five days to,9.308688163757324,0.27938218790950486,anne_frank
6,It took me five days to,6.681680679321289,0.4962965652739513,anne_frank
1,to,11.301959037780762,0.04688399058068171,anne_frank
2,sent to,9.175325393676758,0.031117446240386926,anne_frank
3,been sent to,9.482909202575684,0.04511667443148326,anne_frank
4,had been sent to,8.707118034362793,0.04246415365196299,anne_frank
6,boxes that had been sent to,9.19272232055664,0.022863288009830285,anne_frank
8,the cardboard boxes that had been sent to,7.536865234375,0.017277343133173417,anne_frank
1,to,11.301959037780762,0.04688399058068171,anne_frank
2,Much to,7.719000816345215,0.2329340420474182,anne_frank
1,to,11.301959037780762,0.04688399058068171,anne_frank
2,it to,10.504074096679688,0.21328070812887745,anne_frank
3,used it to,9.409590721130371,0.19953093631193042,anne_frank
4,has used it to,9.89765453338623,0.17084244373836555,anne_frank
6,Mr. Kleiman has used it to,9.380553245544434,0.16098614937800448,anne_frank
8,"cereal, and Mr. Kleiman has used it to",9.61629867553711,0.19153858708159532,anne_frank
1,to,11.301959037780762,0.04688399058068171,anne_frank
2,have to,7.693484306335449,0.5125033228687244,anne_frank
3,also have to,8.327411651611328,0.39064978186797816,anne_frank
4,you also have to,8.327841758728027,0.3661372151400428,anne_frank
6,but when you also have to,8.563743591308594,0.3229650431749178,anne_frank
8,"two feet, but when you also have to",8.65130615234375,0.3146531596139539,anne_frank
1,to,11.301959037780762,0.04688399058068171,anne_frank
2,has to,7.4968180656433105,0.5374660627567209,anne_frank
3,who has to,7.98249626159668,0.44454887641768437,anne_frank
4,one who has to,8.211899757385254,0.4004583793503116,anne_frank
6,always the one who has to,8.291461944580078,0.3715496986551443,anne_frank
1,to,11.301959037780762,0.04688399058068171,anne_frank
2,seven-fifteen to,8.979201316833496,0.1950095118736499,anne_frank
3,From seven-fifteen to,5.47248649597168,0.013617455846542725,anne_frank
1,to,11.301959037780762,0.04688399058068171,anne_frank
2,Thanks to,10.013405799865723,0.0015686923143221065,anne_frank
1,to,11.301959037780762,0.04688399058068171,anne_frank
2,tears to,8.678953170776367,0.03893319195776712,anne_frank
3,my tears to,8.44461727142334,0.17285362489928957,anne_frank
4,used my tears to,8.721857070922852,0.14574349783651996,anne_frank
1,to,11.301959037780762,0.04688399058068171,anne_frank
2,managed to,9.499306678771973,0.28647393570281565,anne_frank
3,have managed to,8.895101547241211,0.27266043922281824,anne_frank
4,who have managed to,8.67831802368164,0.2676445550023345,anne_frank
6,"own helpers, who have managed to",9.072359085083008,0.26822530933714006,anne_frank
8,"is our own helpers, who have managed to",8.908556938171387,0.321325077668007,anne_frank
1,to,11.301959037780762,0.04688399058068171,anne_frank
2,have to,7.693484306335449,0.5125033228687244,anne_frank
3,I have to,6.381120681762695,0.3076875127517269,anne_frank
4,things I have to,5.231108665466309,0.4858019842504291,anne_frank
6,amount of things I have to,5.647562503814697,0.5931310321902856,anne_frank
8,the sheer amount of things I have to,5.911484241485596,0.5595022733577935,anne_frank
1,to,11.301959037780762,0.04688399058068171,anne_frank
2,transport to,9.949503898620605,0.048340273642679676,anne_frank
3,last transport to,9.332244873046875,0.043687553676136304,anne_frank
4,the last transport to,9.070024490356445,0.12392476734385127,anne_frank
6,"1944, in the last transport to",9.250445365905762,0.022920039620657917,anne_frank
8,"September 3, 1944, in the last transport to",8.223963737487793,0.01928642054554075,anne_frank
1,to,11.301959037780762,0.04688399058068171,anne_frank
2,own to,10.504117965698242,0.2006701037316816,anne_frank
3,my own to,9.699753761291504,0.30586844866047613,anne_frank
4,on my own to,9.407833099365234,0.33410969605029095,anne_frank
6,left me on my own to,8.941473960876465,0.3764001273739268,anne_frank
1,to,11.301959037780762,0.04688399058068171,anne_frank
2,thought to,9.553155899047852,0.27864806035358924,anne_frank
3,moment’s thought to,7.904252529144287,0.28490095574670704,anne_frank
4,a moment’s thought to,7.167048931121826,0.43983090934489155,anne_frank
6,without giving a moment’s thought to,8.686359405517578,0.1061921591317514,anne_frank
8,"so well, without giving a moment’s thought to",6.76875114440918,0.016937232176132966,anne_frank
1,to,11.301959037780762,0.04688399058068171,anne_frank
2,had to,8.512750625610352,0.43977180296496954,anne_frank
3,He had to,8.06846809387207,0.46739840986265335,anne_frank
1,to,11.301959037780762,0.04688399058068171,anne_frank
2,himself to,9.225866317749023,0.30580201365228277,anne_frank
3,only himself to,9.628473281860352,0.26554105363902636,anne_frank
4,has only himself to,4.300353527069092,0.1189400898074382,anne_frank
6,but he has only himself to,0.19517508149147034,0.0012710601226331164,anne_frank
8,"him out, but he has only himself to",0.4602054953575134,0.00538567848218463,anne_frank
1,to,11.301959037780762,0.04688399058068171,anne_frank
2,way to,10.539684295654297,0.1489747761952458,anne_frank
3,quickest way to,8.716374397277832,0.34412730690382887,anne_frank
4,the quickest way to,8.099366188049316,0.40754583595116856,anne_frank
6,Perhaps that’s the quickest way to,8.158355712890625,0.35232014958455693,anne_frank
1,to,11.301959037780762,0.04688399058068171,anne_frank
2,began to,9.51965618133545,0.3071557691437192,anne_frank
3,both began to,9.693864822387695,0.23200203364831395,anne_frank
4,we both began to,8.495196342468262,0.33147062044008635,anne_frank
6,"a while, we both began to",8.082266807556152,0.34993558513815515,anne_frank
8,"talking for a while, we both began to",7.472634792327881,0.40156219436903484,anne_frank
1,to,11.301959037780762,0.04688399058068171,anne_frank
2,long to,10.912612915039062,0.1760051165765617,anne_frank
3,I long to,7.276696681976318,0.595075442455709,anne_frank
4,"Oh, I long to",6.748117923736572,0.624975844664732,anne_frank
1,to,11.301959037780762,0.04688399058068171,anne_frank
2,room to,9.86595344543457,0.21800390069256537,anne_frank
3,from room to,2.0213334560394287,0.009042701774887973,anne_frank
4,wander from room to,0.17452047765254974,0.0003189566969012958,anne_frank
1,to,11.301959037780762,0.04688399058068171,anne_frank
2,want to,8.155804634094238,0.5162967173164361,anne_frank
3,always want to,8.259161949157715,0.48576485460216645,anne_frank
4,don’t always want to,7.354615211486816,0.5872459559177514,anne_frank
6,that I don’t always want to,6.7122931480407715,0.6033723881373589,anne_frank
8,"Dussel, and that I don’t always want to",7.089534282684326,0.5853876303990546,anne_frank
1,to,11.301959037780762,0.04688399058068171,anne_frank
2,given to,10.087715148925781,0.0429084498755401,anne_frank
3,was given to,8.431597709655762,0.011106124409707263,anne_frank
4,edition was given to,9.22478199005127,0.006920181447640061,anne_frank
6,the expanded edition was given to,8.987314224243164,0.004389646514027845,anne_frank
8,of compthng the expanded edition was given to,7.986119270324707,0.009606116567738354,anne_frank
1,to,11.301959037780762,0.04688399058068171,anne_frank
2,back to,10.462959289550781,0.07999820234545041,anne_frank
3,it’s back to,9.307992935180664,0.02578547918528784,anne_frank
4,then it’s back to,8.425028800964355,0.019736961534363218,anne_frank
6,"carrots, and then it’s back to",8.508325576782227,0.013453347484755795,anne_frank
8,"or rotten carrots, and then it’s back to",7.3573994636535645,0.017135466405306943,anne_frank
1,to,11.301959037780762,0.04688399058068171,anne_frank
2,thoughts to,9.755093574523926,0.050043995812302455,anne_frank
3,my thoughts to,8.558889389038086,0.12386721748771379,anne_frank
4,keep my thoughts to,8.019128799438477,0.0761062898018281,anne_frank
6,"golden, and keep my thoughts to",2.3589940071105957,0.0026196876760877785,anne_frank
8,"isn’t so golden, and keep my thoughts to",4.230959415435791,0.008987393419374712,anne_frank
1,to,11.301959037780762,0.04688399058068171,anne_frank
2,And to,7.686210632324219,0.39290973141032737,anne_frank
1,to,11.301959037780762,0.04688399058068171,anne_frank
2,listening to,9.086814880371094,0.008260985865490511,anne_frank
3,been listening to,7.704152584075928,0.0013918144577473868,anne_frank
4,she’d been listening to,7.1557297706604,0.0013213215497671627,anne_frank
6,from where she’d been listening to,7.868788242340088,0.002648415116709657,anne_frank
8,came up from where she’d been listening to,8.06397819519043,0.002460136507579591,anne_frank
1,to,11.301959037780762,0.04688399058068171,anne_frank
2,room to,9.86595344543457,0.21800390069256537,anne_frank
3,one room to,9.473861694335938,0.2632808692724211,anne_frank
4,from one room to,1.6167365312576294,0.00643368599094174,anne_frank
6,I walk from one room to,1.127988576889038,0.0005283635632054029,anne_frank
1,to,11.301959037780762,0.04688399058068171,anne_frank
2,going to,9.507628440856934,0.2945362215905334,anne_frank
3,He’s going to,7.701834201812744,0.5535280988078739,anne_frank
1,to,11.301959037780762,0.04688399058068171,anne_frank
2,him to,10.547734260559082,0.19302775885444134,anne_frank
3,with him to,9.37338638305664,0.3107016487047076,anne_frank
4,went with him to,8.808460235595703,0.06810232678253669,anne_frank
6,"Hollander Frank, went with him to",9.439417839050293,0.05397831407026388,anne_frank
8,"mother, Edith Hollander Frank, went with him to",9.173829078674316,0.07082117716345238,anne_frank
1,to,11.301959037780762,0.04688399058068171,anne_frank
2,gone to,10.023353576660156,0.22786951559828594,anne_frank
3,I’ve gone to,8.485294342041016,0.07118149093003012,anne_frank
4,that... I’ve gone to,8.28225326538086,0.06362944834836526,anne_frank
6,I imagine that... I’ve gone to,7.717122554779053,0.07268680724519072,anne_frank
8,"7, 1942 I imagine that... I’ve gone to",8.390122413635254,0.07394994291098556,anne_frank
1,to,11.301959037780762,0.04688399058068171,anne_frank
2,hiding to,10.040522575378418,0.14400485351507086,anne_frank
3,in hiding to,8.605033874511719,0.2291450077900663,anne_frank
4,people in hiding to,7.904723167419434,0.2548672105476726,anne_frank
6,the many people in hiding to,8.165233612060547,0.30220194430148695,anne_frank
8,order for the many people in hiding to,8.188660621643066,0.425374165570247,anne_frank
1,to,11.301959037780762,0.04688399058068171,anne_frank
2,wanted to,8.028780937194824,0.5145796222495846,anne_frank
3,too wanted to,8.006949424743652,0.5147197326950845,anne_frank
4,she too wanted to,8.008957862854004,0.4823240891419118,anne_frank
6,"so, and she too wanted to",7.6732988357543945,0.5241223769553471,anne_frank
8,"even more so, and she too wanted to",7.701815605163574,0.5170716361899395,anne_frank
1,to,11.301959037780762,0.04688399058068171,anne_frank
2,Kugler to,11.351513862609863,0.1296282958937809,anne_frank
3,Mr. Kugler to,9.7250394821167,0.1709561969182687,anne_frank
4,asked Mr. Kugler to,8.61987590789795,0.33242254302604124,anne_frank
6,office and asked Mr. Kugler to,8.483640670776367,0.2938464583348832,anne_frank
8,phoned the office and asked Mr. Kugler to,7.818653106689453,0.3422375463596836,anne_frank
1,to,11.301959037780762,0.04688399058068171,anne_frank
2,going to,9.507628440856934,0.2945362215905334,anne_frank
3,was going to,7.571882247924805,0.5429671626043273,anne_frank
4,I was going to,7.7975053787231445,0.4959250000611064,anne_frank
6,really thought I was going to,7.249214172363281,0.5036233831560821,anne_frank
8,night I really thought I was going to,6.237552165985107,0.5095975733202067,anne_frank
1,to,11.301959037780762,0.04688399058068171,anne_frank
2,have to,7.693484306335449,0.5125033228687244,anne_frank
3,didn’t have to,7.434127330780029,0.4493132583302213,anne_frank
4,she didn’t have to,7.571540832519531,0.3539979080669582,anne_frank
6,was glad she didn’t have to,7.414007663726807,0.3898071097355569,anne_frank
8,and she was glad she didn’t have to,7.125865459442139,0.3220948571251938,anne_frank
1,to,11.301959037780762,0.04688399058068171,anne_frank
2,just to,8.734832763671875,0.3803545073751593,anne_frank
3,"German, just to",6.8978376388549805,0.43265329274800024,anne_frank
4,"in German, just to",6.938806056976318,0.49619886060099816,anne_frank
6,"few prayers in German, just to",6.943607330322266,0.5817778116033878,anne_frank
8,"read a few prayers in German, just to",6.131817817687988,0.6858918164180068,anne_frank
1,to,11.301959037780762,0.04688399058068171,anne_frank
2,burglars to,10.660955429077148,0.1729601991828531,anne_frank
3,of burglars to,9.612272262573242,0.23076930823299335,anne_frank
4,couple of burglars to,9.47059154510498,0.21563569002319127,anne_frank
6,like a couple of burglars to,8.843791007995605,0.27839689822576474,anne_frank
8,our ears like a couple of burglars to,9.081111907958984,0.20236905034107622,anne_frank
1,to,11.301959037780762,0.04688399058068171,anne_frank
2,happened to,8.404107093811035,0.0761277694691671,anne_frank
3,I happened to,6.0052876472473145,0.6248224112496246,anne_frank
4,"sleep, I happened to",6.274126052856445,0.5721446537863812,anne_frank
6,"rumpled with sleep, I happened to",6.633654594421387,0.4524046612204984,anne_frank
8,"My face rumpled with sleep, I happened to",6.5879058837890625,0.40102986118290573,anne_frank
1,to,11.301959037780762,0.04688399058068171,anne_frank
2,had to,8.512750625610352,0.43977180296496954,anne_frank
3,I had to,8.281661033630371,0.45266900457500014,anne_frank
4,"cough, I had to",8.456079483032227,0.40055700397351757,anne_frank
6,"With every cough, I had to",8.811751365661621,0.31413066143431934,anne_frank
1,to,11.301959037780762,0.04688399058068171,anne_frank
2,cling to,10.345378875732422,0.09598460579582024,anne_frank
3,I cling to,6.750308513641357,0.001094399020075798,anne_frank
4,Yet I cling to,6.194077014923096,0.0008669096787343733,anne_frank
1,to,11.301959037780762,0.04688399058068171,anne_frank
2,going to,9.507628440856934,0.2945362215905334,anne_frank
3,anyone going to,9.38236141204834,0.3068765168864047,anne_frank
4,Was anyone going to,7.965983867645264,0.46229637673241086,anne_frank
1,to,11.301959037780762,0.04688399058068171,anne_frank
2,over to,10.404661178588867,0.07677896233508363,anne_frank
3,went over to,8.71906852722168,0.10862547833676217,anne_frank
4,I went over to,7.916490077972412,0.09206711278966395,anne_frank
6,"window, so I went over to",7.219803810119629,0.07054435901955003,anne_frank
8,"the open window, so I went over to",5.847260475158691,0.07008249010323198,anne_frank
1,to.,10.139155387878418,0.006551786558702588,anne_frank
2,want to.,7.545893669128418,0.030445522206719033,anne_frank
3,they want to.,6.66314697265625,0.014523403500788845,anne_frank
4,when they want to.,6.86016321182251,0.015129642495594453,anne_frank
6,charming exterior when they want to.,6.914427280426025,0.01240733110535075,anne_frank
8,on a charming exterior when they want to.,7.239753246307373,0.012436782042641426,anne_frank
1,to,11.301959037780762,0.04688399058068171,anne_frank
2,have to,7.693484306335449,0.5125033228687244,anne_frank
3,I’ll have to,7.91861629486084,0.4478808884305181,anne_frank
1,to,11.301959037780762,0.04688399058068171,anne_frank
2,went to,9.33336353302002,0.12462018644873751,anne_frank
3,I went to,7.981722831726074,0.1223936543246964,anne_frank
4,since I went to,8.168766975402832,0.10827752821933245,anne_frank
6,"until five, since I went to",7.757449626922607,0.10818561926862458,anne_frank
8,"arrive home until five, since I went to",7.86191463470459,0.15070696063776268,anne_frank
1,to,11.301959037780762,0.04688399058068171,anne_frank
2,going to,9.507628440856934,0.2945362215905334,anne_frank
3,was going to,7.571882247924805,0.5429671626043273,anne_frank
4,house was going to,7.520897388458252,0.5437637544091558,anne_frank
6,afraid the house was going to,5.460752964019775,0.4260426947312226,anne_frank
8,He was afraid the house was going to,4.5186967849731445,0.4111152073737685,anne_frank
1,to,11.301959037780762,0.04688399058068171,anne_frank
2,sits to,10.425636291503906,0.19695165088342037,anne_frank
3,Dussel sits to,8.24140739440918,0.1132588628315716,anne_frank
1,to,11.301959037780762,0.04688399058068171,anne_frank
2,scared to,7.802493572235107,0.37484035941088223,anne_frank
3,too scared to,7.308591842651367,0.47005140215333086,anne_frank
4,was too scared to,7.260171890258789,0.47570873782387935,anne_frank
6,van D. was too scared to,7.400939464569092,0.4639537815164658,anne_frank
1,to,11.301959037780762,0.04688399058068171,anne_frank
2,funny to,8.78342056274414,0.27773177398194093,anne_frank
3,so funny to,5.7822089195251465,0.5332625889150222,anne_frank
4,It’s so funny to,4.754795074462891,0.5477671162680053,anne_frank
1,to,11.301959037780762,0.04688399058068171,anne_frank
