essay_id,span_label,span_size,span_start_token,span_end_token,score_region,delta_nll_per_token,delta_nll,rank_displacement_mean,rank_displacement_median,baseline_nll,ablated_nll,baseline_rank_mean,ablated_rank_mean,flip_rate,topk_change,n_tokens,score,score_bin,grade,token_count,n_random_samples,delta_nll_normalized,token_count_z,baseline_nll_z
B7C17E1993BA,immediate_pre_target,128,384.0,512.0,score_mid,-0.0001148467972165064,-0.014700390043712819,0.2857142857142847,0.0,2.485018351721385,2.4703179616776723,50.682539682539684,50.96825396825397,0.09523809523809523,0.23484452055880625,63,1,low,9,859,,-0.14774860742838844,-0.5721085981772647,0.5843817348427373
B7C17E1993BA,immediate_pre_target,128,384.0,512.0,score_late,0.0002795054217961841,0.03577669398991157,-0.3937007874015741,0.0,2.166781117596964,2.2025578115868756,20.496062992125985,20.10236220472441,0.06299212598425197,0.1580860084797093,127,1,low,9,859,,0.5356867628807751,-0.5721085981772647,-0.04368409738439991
B7C17E1993BA,random,128,,,score_early,0.0006331569618648952,0.08104409111870658,3.4873015873015873,0.0,1.8504097348167783,1.9314538259354848,5.666666666666666,9.153968253968255,0.11428571428571428,0.18369186835573387,63,1,low,9,859,10.0,0.18841944202351465,-0.5721085981772647,-0.6680675274546886
B7C17E1993BA,random,128,,,score_mid,6.7261003312611e-05,0.008609408424014208,0.8587301587301581,0.0,2.4850183517213855,2.4936277601454,50.682539682539684,51.541269841269845,0.07142857142857142,0.14412095840667266,63,1,low,9,859,10.0,0.0865302282216904,-0.5721085981772647,0.5843817348427381
B7C17E1993BA,random,128,,,score_late,8.02532190413003e-05,0.010272412037286438,0.225984251968503,0.0,2.1667811175969645,2.1770535296342506,20.496062992125985,20.72204724409449,0.029133858267716535,0.08322995901736059,127,1,low,9,859,10.0,0.15380949264857105,-0.5721085981772647,-0.04368409738439904
FFBA3014CDC7,early,128,0.0,128.0,score_early,5.28683738103275e-06,0.000676715184772192,0.15873015873015106,0.0,3.4390990242125494,3.4397757393973216,104.41269841269842,104.57142857142857,0.06349206349206349,0.10315610315610314,63,2,low,10,980,,0.0012191064612867212,0.16276550351539978,2.4673338451722
FFBA3014CDC7,early,128,0.0,128.0,score_mid,-0.00033018466026063856,-0.042263636513361735,-4.095238095238095,0.0,2.7849704197474887,2.742706783234127,62.44444444444444,58.34920634920635,0.09523809523809523,0.14548414548414548,63,2,low,10,980,,-0.3935863958670391,0.16276550351539978,1.1763603754043601
FFBA3014CDC7,early,128,0.0,128.0,score_late,0.0002265631653896455,0.029000085169874623,1.5826771653543297,0.0,2.0711612401046153,2.10016132527449,8.559055118110237,10.141732283464567,0.03937007874015748,0.1159103363827773,127,2,low,10,980,,0.35611161259864565,0.16276550351539978,-0.23239733233920404
FFBA3014CDC7,early_mid,128,128.0,256.0,score_early,0.00018064559452117546,0.02312263609871046,0.15873015873015106,0.0,3.4390990242125494,3.46222166031126,104.41269841269842,104.57142857142857,0.047619047619047616,0.08225108225108223,63,2,low,10,980,,0.04165556751827429,0.16276550351539978,2.4673338451722
FFBA3014CDC7,early_mid,128,128.0,256.0,score_mid,0.00014342746091267414,0.01835871499682229,0.8095238095238102,0.0,2.7849704197474887,2.803329134744311,62.44444444444444,63.25396825396825,0.06349206349206349,0.07166907166907165,63,2,low,10,980,,0.17096826171276133,0.16276550351539978,1.1763603754043601
FFBA3014CDC7,early_mid,128,128.0,256.0,score_late,0.00010277231143215534,0.013154855863315884,0.33858267716535373,0.0,2.0711612401046153,2.084316095967931,8.559055118110237,8.89763779527559,0.023622047244094488,0.08470532092579335,127,2,low,10,980,,0.16153735092662908,0.16276550351539978,-0.23239733233920404
FFBA3014CDC7,late,128,256.0,384.0,score_early,-0.00024055583136422046,-0.03079114641462022,4.523809523809518,0.0,3.4390990242125494,3.408307877797929,104.41269841269842,108.93650793650794,0.06349206349206349,0.10689310689310687,63,2,low,10,980,,-0.05547043481391005,0.16276550351539978,2.4673338451722
FFBA3014CDC7,late,128,256.0,384.0,score_mid,0.0003274040562765944,0.04190771920340408,2.047619047619051,0.0,2.7849704197474887,2.826878138950893,62.44444444444444,64.4920634920635,0.12698412698412698,0.12354840926269496,63,2,low,10,980,,0.3902718630248726,0.16276550351539978,1.1763603754043601
FFBA3014CDC7,late,128,256.0,384.0,score_late,0.00010583631870314872,0.013547048794003036,0.8110236220472427,0.0,2.0711612401046153,2.0847082888986184,8.559055118110237,9.37007874015748,0.047244094488188976,0.09019327129563348,127,2,low,10,980,,0.16635335254106137,0.16276550351539978,-0.23239733233920404
FFBA3014CDC7,immediate_pre_target,128,384.0,512.0,score_early,0.003910161200023833,0.5005006336030506,19.15873015873015,0.0,3.4390990242125494,3.9395996578156,104.41269841269842,123.57142857142857,0.19047619047619047,0.3608493902611551,63,2,low,10,980,,0.901654891206529,0.16276550351539978,2.4673338451722
FFBA3014CDC7,immediate_pre_target,128,384.0,512.0,score_mid,-3.789660949555726e-05,-0.004850766015431329,-1.8888888888888857,0.0,2.7849704197474887,2.7801196537320574,62.44444444444444,60.55555555555556,0.07936507936507936,0.14252942824371395,63,2,low,10,980,,-0.045173479395326975,0.16276550351539978,1.1763603754043601
FFBA3014CDC7,immediate_pre_target,128,384.0,512.0,score_late,0.00020104212554420894,0.025733392069658745,0.3937007874015741,0.0,2.0711612401046153,2.096894632174274,8.559055118110237,8.952755905511811,0.031496062992125984,0.09043187783345262,127,2,low,10,980,,0.3159976839336639,0.16276550351539978,-0.23239733233920404
FFBA3014CDC7,random,128,,,score_early,0.00032940071726602347,0.042163291810051004,-0.758730158730161,0.0,3.43909902421255,3.4812623160226,104.4126984126984,103.65396825396824,0.06825396825396826,0.14603380331671645,63,2,low,10,980,10.0,0.07595742290318841,0.16276550351539978,2.4673338451722007
FFBA3014CDC7,random,128,,,score_mid,4.876946646069809e-05,0.006242491706969356,-0.42698412698412513,0.0,2.7849704197474887,2.791212911454458,62.44444444444444,62.017460317460326,0.10476190476190476,0.14288621431478574,63,2,low,10,980,10.0,0.058134131723359316,0.16276550351539978,1.1763603754043601
FFBA3014CDC7,random,128,,,score_late,0.00017176641253974432,0.021986100805087273,1.0858267716535424,0.0,2.0711612401046153,2.0931473409097032,8.559055118110237,9.644881889763779,0.040157480314960636,0.10570794035360961,127,2,low,10,980,10.0,0.2699821661416817,0.16276550351539978,-0.23239733233920404
1909DEE8C6B8,early,128,0.0,128.0,score_early,0.00015880096526373066,0.020326523553757525,2.682539682539682,0.0,2.6665261889260914,2.686852712479849,15.317460317460318,18.0,0.047619047619047616,0.2130567844853559,63,2,low,10,826,,0.2102542261416386,-0.7725288077298095,0.9426015111783735
1909DEE8C6B8,early,128,0.0,128.0,score_mid,-0.00017206625096381767,-0.02202448012336866,-3.952380952380949,0.0,2.349257507021465,2.3272330268980963,62.82539682539682,58.87301587301587,0.07936507936507936,0.12709512709512708,63,2,low,10,826,,-0.12675399383150227,-0.7725288077298095,0.31644719178113645
1909DEE8C6B8,early,128,0.0,128.0,score_late,0.0002479759140277468,0.031740916995551594,-1.8425196850393704,0.0,2.4167504122876746,2.448491329283226,17.937007874015748,16.094488188976378,0.06299212598425197,0.1899544025528277,127,2,low,10,826,,0.0760982478050022,-0.7725288077298095,0.44964966833004993
1909DEE8C6B8,early_mid,128,128.0,256.0,score_early,9.544312007843392e-05,0.012216719370039542,1.1428571428571406,0.0,2.6665261889260914,2.678742908296131,15.317460317460318,16.46031746031746,0.07936507936507936,0.1184371184371184,63,2,low,10,826,,0.12636774165262513,-0.7725288077298095,0.9426015111783735
1909DEE8C6B8,early_mid,128,128.0,256.0,score_mid,0.0005539869150472075,0.07091032512604256,8.730158730158735,0.0,2.349257507021465,2.4201678321475075,62.82539682539682,71.55555555555556,0.07936507936507936,0.16924874067731208,63,2,low,10,826,,0.4080989364229983,-0.7725288077298095,0.31644719178113645
1909DEE8C6B8,early_mid,128,128.0,256.0,score_late,0.0024562718596045433,0.31440279802938154,38.30708661417323,0.0,2.4167504122876746,2.731153210317056,17.937007874015748,56.24409448818898,0.1732283464566929,0.21116426065720328,127,2,low,10,826,,0.7537747582522278,-0.7725288077298095,0.44964966833004993
1909DEE8C6B8,late,128,256.0,384.0,score_early,-8.91515186854791e-05,-0.011411394391741325,0.34920634920634797,0.0,2.6665261889260914,2.65511479453435,15.317460317460318,15.666666666666666,0.031746031746031744,0.12324712324712321,63,2,low,10,826,,-0.11803759214836704,-0.7725288077298095,0.9426015111783735
1909DEE8C6B8,late,128,256.0,384.0,score_mid,0.0005540109816051658,0.07091340564546122,4.761904761904759,0.0,2.349257507021465,2.420170912666926,62.82539682539682,67.58730158730158,0.06349206349206349,0.14764071906929047,63,2,low,10,826,,0.4081166652473431,-0.7725288077298095,0.31644719178113645
1909DEE8C6B8,late,128,256.0,384.0,score_late,0.00019382348093460733,0.024809405559629738,1.5196850393700778,0.0,2.4167504122876746,2.4415598178473044,17.937007874015748,19.456692913385826,0.09448818897637795,0.14457720756933357,127,2,low,10,826,,0.059480080315136914,-0.7725288077298095,0.44964966833004993
1909DEE8C6B8,immediate_pre_target,128,384.0,512.0,score_early,0.0004118851252964545,0.052721296037946175,0.8095238095238084,0.0,2.6665261889260914,2.7192474849640376,15.317460317460318,16.126984126984127,0.12698412698412698,0.19850519850519852,63,2,low,10,826,,0.5453404400573693,-0.7725288077298095,0.9426015111783735
1909DEE8C6B8,immediate_pre_target,128,384.0,512.0,score_mid,7.741774121920383e-05,0.00990947087605809,2.5238095238095326,0.0,2.349257507021465,2.359166977897523,62.82539682539682,65.34920634920636,0.09523809523809523,0.13194741766170334,63,2,low,10,826,,0.057030404498156315,-0.7725288077298095,0.31644719178113645
1909DEE8C6B8,immediate_pre_target,128,384.0,512.0,score_late,0.0003605571788127017,0.046151318888025816,0.3385826771653555,0.0,2.4167504122876746,2.4629017311757004,17.937007874015748,18.275590551181104,0.09448818897637795,0.17304742501592896,127,2,low,10,826,,0.11064691362763304,-0.7725288077298095,0.44964966833004993
1909DEE8C6B8,random,128,,,score_early,0.00023107585452851709,0.029577709379650187,1.1015873015873008,0.0,2.6665261889260914,2.6961038983057417,15.31746031746032,16.419047619047618,0.07142857142857142,0.17079917437060294,63,2,low,10,826,10.0,0.30594697515360575,-0.7725288077298095,0.9426015111783735
1909DEE8C6B8,random,128,,,score_mid,0.0003906693723466668,0.05000567966037335,5.390476190476194,0.0,2.3492575070214654,2.3992631866818384,62.82539682539683,68.21587301587303,0.06507936507936507,0.16029258961589787,63,2,low,10,826,10.0,0.28778974921118705,-0.7725288077298095,0.3164471917811373
1909DEE8C6B8,random,128,,,score_late,0.0005998826959705723,0.07678498508423326,7.707086614173228,0.0,2.416750412287675,2.4935353973719083,17.93700787401575,25.644094488188976,0.1078740157480315,0.17573036211355605,127,2,low,10,826,10.0,0.18409054859575386,-0.7725288077298095,0.4496496683300508
451E8369BB76,early,128,0.0,128.0,score_early,0.0002222288222540024,0.028445289248512307,-1.6190476190476204,0.0,2.0004722958519343,2.0289175851004466,75.85714285714286,74.23809523809524,0.07936507936507936,0.1876641876641877,63,2,low,11,1035,,0.05956753887652593,0.4967991861029745,-0.3719074393933642
451E8369BB76,early,128,0.0,128.0,score_mid,0.00022038060521322594,0.02820871746729292,4.317460317460316,0.0,1.7316817026289681,1.759890420096261,15.063492063492063,19.38095238095238,0.07936507936507936,0.14008214008214004,63,2,low,11,1035,,0.10345148522244359,0.4967991861029745,-0.9023864956605683
451E8369BB76,early,128,0.0,128.0,score_late,-0.00015767493585901876,-0.0201823917899544,-3.787401574803141,0.0,2.821886558232345,2.8017041664423905,232.4251968503937,228.63779527559055,0.08661417322834646,0.12961841308297997,127,2,low,11,1035,,-0.4792055058303334,0.4967991861029745,1.2492172342313776
451E8369BB76,early_mid,128,128.0,256.0,score_early,0.00023678938547770298,0.03030904134114598,6.015873015873012,0.0,2.0004722958519343,2.0307813371930803,75.85714285714286,81.87301587301587,0.12698412698412698,0.20065120065120065,63,2,low,11,1035,,0.06347043908134524,0.4967991861029745,-0.3719074393933642
451E8369BB76,early_mid,128,128.0,256.0,score_mid,0.00032584440140497224,0.04170808337983645,1.7619047619047628,0.0,1.7316817026289681,1.7733897860088046,15.063492063492063,16.825396825396826,0.1111111111111111,0.14777814777814777,63,2,low,11,1035,,0.15295850215198267,0.4967991861029745,-0.9023864956605683
451E8369BB76,early_mid,128,128.0,256.0,score_late,-1.1116500914565286e-05,-0.0014229121170643566,-0.7401574803149629,0.0,2.821886558232345,2.8204636461152806,232.4251968503937,231.68503937007873,0.08661417322834646,0.10188499164877114,127,2,low,11,1035,,-0.0337852583532408,0.4967991861029745,1.2492172342313776
451E8369BB76,late,128,256.0,384.0,score_early,0.0005155565246703145,0.06599123515780025,12.825396825396822,0.0,2.0004722958519343,2.0664635310097346,75.85714285714286,88.68253968253968,0.06349206349206349,0.13249713249713246,63,2,low,11,1035,,0.13819284562127698,0.4967991861029745,-0.3719074393933642
451E8369BB76,late,128,256.0,384.0,score_mid,0.0004688354711683985,0.060010940309555005,-2.269841269841269,0.0,1.7316817026289681,1.7916926429385232,15.063492063492063,12.793650793650794,0.09523809523809523,0.1617271617271617,63,2,low,11,1035,,0.2200816436201717,0.4967991861029745,-0.9023864956605683
451E8369BB76,late,128,256.0,384.0,score_late,5.712377743458119e-05,0.0073118435116263925,6.055118110236236,0.0,2.821886558232345,2.8291984017439713,232.4251968503937,238.48031496062993,0.06299212598425197,0.0744452397995705,127,2,low,11,1035,,0.17361052669115204,0.4967991861029745,1.2492172342313776
451E8369BB76,immediate_pre_target,128,384.0,512.0,score_early,0.0027561287085215262,0.35278447469075536,53.190476190476176,0.0,2.0004722958519343,2.3532567705426897,75.85714285714286,129.04761904761904,0.2698412698412698,0.3609271732521032,63,2,low,11,1035,,0.7387691764208518,0.4967991861029745,-0.3719074393933642
451E8369BB76,immediate_pre_target,128,384.0,512.0,score_mid,0.0011152192831985538,0.14274806824941488,-1.904761904761905,0.0,1.7316817026289681,1.874429770878383,15.063492063492063,13.158730158730158,0.12698412698412698,0.21585425156853727,63,2,low,11,1035,,0.523508369005402,0.4967991861029745,-0.9023864956605683
451E8369BB76,immediate_pre_target,128,384.0,512.0,score_late,-0.0001031188514288954,-0.013199212982898612,-3.8031496062992005,0.0,2.821886558232345,2.8086873452494463,232.4251968503937,228.6220472440945,0.07874015748031496,0.16069232604665676,127,2,low,11,1035,,-0.3133987091252738,0.4967991861029745,1.2492172342313776
451E8369BB76,random,128,,,score_early,0.0005581688786309876,0.07144561646476641,9.801587301587299,0.0,2.0004722958519343,2.071917912316701,75.85714285714286,85.65873015873015,0.10476190476190476,0.1851070187204641,63,2,low,11,1035,10.0,0.14961491511445663,0.4967991861029745,-0.3719074393933642
451E8369BB76,random,128,,,score_mid,0.0005607030930973245,0.07176999591645754,0.6634920634920635,0.0,1.731681702628968,1.8034516985454256,15.06349206349206,15.726984126984126,0.09365079365079365,0.16396672110957825,63,2,low,11,1035,10.0,0.263206318421777,0.4967991861029745,-0.9023864956605687
451E8369BB76,random,128,,,score_late,3.524314700149266e-05,0.00451112281619106,4.127559055118118,0.0,2.8218865582323445,2.826397681048536,232.4251968503937,236.5527559055118,0.06614173228346457,0.10557788668024885,127,2,low,11,1035,10.0,0.10711093677566941,0.4967991861029745,1.2492172342313768
767FE7E8D2C6,early,128,0.0,128.0,score_early,0.000525919055300101,0.06731763907841293,-0.25396825396825484,0.0,2.0869097558278886,2.1542273949063016,13.825396825396826,13.571428571428571,0.07936507936507936,0.16183816183816185,63,2,low,10,1322,,0.09130524862404886,2.2398476752417738,-0.201316416677988
767FE7E8D2C6,early,128,0.0,128.0,score_mid,0.00019351440289663846,0.024769843570769723,0.6031746031746028,0.0,2.2074573456294955,2.232227189200265,8.761904761904763,9.365079365079366,0.1111111111111111,0.13431013431013428,63,2,low,10,1322,,0.1543828739201923,2.2398476752417738,0.03659358942180342
767FE7E8D2C6,early,128,0.0,128.0,score_late,0.00048527313674998074,0.062114961503997534,0.3070866141732287,0.0,1.9474382663336325,2.00955322783763,4.5984251968503935,4.905511811023622,0.10236220472440945,0.17286388152529883,127,2,low,10,1322,,0.48509066784044463,2.2398476752417738,-0.47657420466806505
767FE7E8D2C6,early_mid,128,128.0,256.0,score_early,0.0001540800172185157,0.01972224220397001,0.3968253968253954,0.0,2.0869097558278886,2.1066319980318586,13.825396825396826,14.222222222222221,0.06349206349206349,0.1670604527747385,63,2,low,10,1322,,0.026749961117317977,2.2398476752417738,-0.201316416677988
767FE7E8D2C6,early_mid,128,128.0,256.0,score_mid,0.0002404285801781529,0.030774858262803573,2.5555555555555554,0.0,2.2074573456294955,2.238232203892299,8.761904761904763,11.317460317460318,0.09523809523809523,0.10630110630110629,63,2,low,10,1322,,0.19181029744995484,2.2398476752417738,0.03659358942180342
767FE7E8D2C6,early_mid,128,128.0,256.0,score_late,-9.571197699373944e-05,-0.012251133055198649,-0.16535433070866112,0.0,1.9474382663336325,1.9351871332784338,4.5984251968503935,4.433070866141732,0.07086614173228346,0.12203806691995665,127,2,low,10,1322,,-0.09567598806554828,2.2398476752417738,-0.47657420466806505
767FE7E8D2C6,late,128,256.0,384.0,score_early,0.0003612330922531694,0.04623783580840568,-0.23809523809523903,0.0,2.0869097558278886,2.1331475916362943,13.825396825396826,13.587301587301587,0.06349206349206349,0.1906981906981907,63,2,low,10,1322,,0.06271398034929364,2.2398476752417738,-0.201316416677988
767FE7E8D2C6,late,128,256.0,384.0,score_mid,0.0003067637010226165,0.039265753730894914,0.23809523809523725,0.0,2.2074573456294955,2.2467230993603904,8.761904761904763,9.0,0.06349206349206349,0.12746512746512745,63,2,low,10,1322,,0.24473145703558816,2.2398476752417738,0.03659358942180342
767FE7E8D2C6,late,128,256.0,384.0,score_late,0.0002077009499542367,0.026585721594142298,-0.28346456692913335,0.0,1.9474382663336325,1.9740239879277748,4.5984251968503935,4.31496062992126,0.06299212598425197,0.13655897907866413,127,2,low,10,1322,,0.20762285173907155,2.2398476752417738,-0.47657420466806505
767FE7E8D2C6,immediate_pre_target,128,384.0,512.0,score_early,0.0047187768514194185,0.6040034369816856,8.3015873015873,0.0,2.0869097558278886,2.690913192809574,13.825396825396826,22.126984126984127,0.20634920634920634,0.4256201055920943,63,2,low,10,1322,,0.8192308099093395,2.2398476752417738,-0.201316416677988
767FE7E8D2C6,immediate_pre_target,128,384.0,512.0,score_mid,0.0005127639761046757,0.06563378894139849,1.2222222222222214,0.0,2.2074573456294955,2.273091134570894,8.761904761904763,9.984126984126984,0.15873015873015872,0.21863850435279003,63,2,low,10,1322,,0.4090753715942647,2.2398476752417738,0.03659358942180342
767FE7E8D2C6,immediate_pre_target,128,384.0,512.0,score_late,0.00021169009053800987,0.027096331588865263,0.5511811023622046,0.0,1.9474382663336325,1.9745345979224977,4.5984251968503935,5.149606299212598,0.07874015748031496,0.15003107129091384,127,2,low,10,1322,,0.21161049235493556,2.2398476752417738,-0.47657420466806505
767FE7E8D2C6,random,128,,,score_early,7.298828531352338e-05,0.009342500520130992,0.5857142857142849,0.0,2.0869097558278886,2.096252256348019,13.825396825396826,14.411111111111111,0.06825396825396826,0.15382620025477167,63,2,low,10,1322,10.0,0.012671557476447623,2.2398476752417738,-0.201316416677988
767FE7E8D2C6,random,128,,,score_mid,0.0003077494956198176,0.03939193543933665,3.0317460317460307,0.0,2.2074573456294955,2.246849281068832,8.761904761904763,11.793650793650794,0.09682539682539681,0.11984681984681982,63,2,low,10,1322,10.0,0.24551790910702487,2.2398476752417738,0.03659358942180342
767FE7E8D2C6,random,128,,,score_late,4.339153240398262e-05,0.005554116147709775,-0.1291338582677164,0.0,1.947438266333633,1.9529923824813422,4.5984251968503935,4.469291338582677,0.07007874015748031,0.13820380638351923,127,2,low,10,1322,10.0,0.04337521663251032,2.2398476752417738,-0.47657420466806416
BFC4CADADD49,early,128,0.0,128.0,score_early,-4.612595315963558e-05,-0.005904122004433354,2.4761904761904745,0.0,2.036972197275313,2.0310680752708796,18.96825396825397,21.444444444444443,0.047619047619047616,0.14770943342371912,63,1,low,10,808,,-0.008782514305576247,-0.8818489220311976,-0.29987205664892996
BFC4CADADD49,early,128,0.0,128.0,score_mid,0.00019223667267296088,0.024606294102138992,2.2698412698412707,0.0,1.6714804058983213,1.6960867000004602,13.126984126984127,15.396825396825397,0.06349206349206349,0.09102009102009101,63,1,low,10,808,,0.16644003424694265,-0.8818489220311976,-1.0211984179559457
BFC4CADADD49,early,128,0.0,128.0,score_late,0.0007488450666112215,0.09585216852623635,3.5590551181102335,0.0,2.6448855062169354,2.7407376747431718,18.007874015748033,21.566929133858267,0.11023622047244094,0.12650341784200048,127,1,low,10,808,,0.8157547616442591,-0.8818489220311976,0.8998919475627738
BFC4CADADD49,early_mid,128,128.0,256.0,score_early,-0.00015692921384932376,-0.02008693937271344,-0.3015873015873005,0.0,2.036972197275313,2.0168852579025995,18.96825396825397,18.666666666666668,0.047619047619047616,0.18337746909175479,63,1,low,10,808,,-0.02987977420921027,-0.8818489220311976,-0.29987205664892996
BFC4CADADD49,early_mid,128,128.0,256.0,score_mid,0.00039874190198523583,0.05103896345411019,4.206349206349206,0.0,1.6714804058983213,1.7225193693524314,13.126984126984127,17.333333333333332,0.1111111111111111,0.11951011951011947,63,1,low,10,808,,0.34523389787867736,-0.8818489220311976,-1.0211984179559457
BFC4CADADD49,early_mid,128,128.0,256.0,score_late,-1.6407703790140282e-05,-0.002100186085137956,-0.29921259842519987,0.0,2.6448855062169354,2.6427853201317975,18.007874015748033,17.708661417322833,0.05511811023622047,0.10361030046069415,127,1,low,10,808,,-0.01787374063239228,-0.8818489220311976,0.8998919475627738
BFC4CADADD49,late,128,256.0,384.0,score_early,-0.000443704426288603,-0.056794166564941184,-2.0,0.0,2.036972197275313,1.9801780307103718,18.96825396825397,16.96825396825397,0.047619047619047616,0.132016132016132,63,1,low,10,808,,-0.08448260045360424,-0.8818489220311976,-0.29987205664892996
BFC4CADADD49,late,128,256.0,384.0,score_mid,0.0003805920954734563,0.04871578822060241,-0.3809523809523814,0.0,1.6714804058983213,1.7201961941189237,13.126984126984127,12.746031746031745,0.09523809523809523,0.13804713804713803,63,1,low,10,808,,0.3295196516040597,-0.8818489220311976,-1.0211984179559457
BFC4CADADD49,late,128,256.0,384.0,score_late,-4.443643599983532e-05,-0.005687863807978921,-0.17322834645669616,0.0,2.6448855062169354,2.6391976424089565,18.007874015748033,17.834645669291337,0.06299212598425197,0.08685277976616557,127,1,low,10,808,,-0.04840685459998574,-0.8818489220311976,0.8998919475627738
BFC4CADADD49,immediate_pre_target,128,384.0,512.0,score_early,0.004605261815918818,0.5894735124376087,16.285714285714285,0.0,2.036972197275313,2.6264457097129217,18.96825396825397,35.25396825396825,0.19047619047619047,0.3260559734465086,63,1,low,10,808,,0.8768551110316093,-0.8818489220311976,-0.29987205664892996
BFC4CADADD49,immediate_pre_target,128,384.0,512.0,score_mid,0.00018341991577356526,0.023477749219016353,1.3650793650793656,0.0,1.6714804058983213,1.6949581551173376,13.126984126984127,14.492063492063492,0.07936507936507936,0.10918710918710915,63,1,low,10,808,,0.15880641627032033,-0.8818489220311976,-1.0211984179559457
BFC4CADADD49,immediate_pre_target,128,384.0,512.0,score_late,0.00010828896770326973,0.013860987866018526,0.9685039370078705,0.0,2.6448855062169354,2.658746494082954,18.007874015748033,18.976377952755904,0.07086614173228346,0.10596227919062562,127,1,low,10,808,,0.11796464312336291,-0.8818489220311976,0.8998919475627738
BFC4CADADD49,random,128,,,score_early,1.933599511782409e-05,0.0024750073750814837,-0.6904761904761907,0.0,2.0369721972753125,2.0394472046503944,18.96825396825397,18.27777777777778,0.049206349206349205,0.15122774051345478,63,1,low,10,808,10.0,0.0036816291502340024,-0.8818489220311976,-0.29987205664893085
BFC4CADADD49,random,128,,,score_mid,0.0003393672244061551,0.04343900472398785,1.4190476190476196,0.0,1.6714804058983213,1.714919410622309,13.126984126984127,14.546031746031748,0.07777777777777777,0.12340622340622338,63,1,low,10,808,10.0,0.2938268316188722,-0.8818489220311976,-1.0211984179559457
BFC4CADADD49,random,128,,,score_late,-4.338143378730917e-05,-0.005552823524775574,0.021259842519682694,0.0,2.644885506216936,2.63933268269216,18.007874015748033,18.029133858267716,0.05905511811023621,0.08658900154963142,127,1,low,10,808,10.0,-0.04725758739267402,-0.8818489220311976,0.8998919475627747
